date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2019-08-15,74,9,,0.09,6.66
2019-08-16,62,9,,0.09,5.58
2019-08-17,58,9,,0.09,5.22
2019-08-18,52,8,FALSE,0.08,4.16
2019-08-19,55,8,,0.08,4.4
2019-08-20,58,8,,0.08,4.64
2019-08-21,58,8,,0.08,4.64
2019-08-22,58,8,,0.08,4.64
2019-08-23,57,8,,0.08,4.56
2019-08-24,53,8,,0.08,4.24
2019-08-25,52,7,FALSE,0.07,3.64
2019-08-26,51,7,,0.07,3.57
2019-08-27,52,7,,0.07,3.64
2019-08-28,60,7,,0.07,4.2
2019-08-29,60,7,,0.07,4.2
2019-08-30,48,7,,0.07,3.36
2019-08-31,41,7,,0.07,2.87
2019-09-01,49,7,FALSE,0.07,3.43
2019-09-02,58,7,,0.07,4.06
2019-09-03,69,7,,0.07,4.83
2019-09-04,61,7,,0.07,4.27
2019-09-05,59,7,,0.07,4.13
2019-09-06,59,7,,0.07,4.13
2019-09-07,56,7,,0.07,3.92
2019-09-08,49,6,FALSE,0.06,2.94
2019-09-09,56,6,,0.06,3.36
2019-09-10,55,6,,0.06,3.3
2019-09-11,55,6,,0.06,3.3
2019-09-12,54,6,,0.06,3.24
2019-09-13,49,6,,0.06,2.94
2019-09-14,46,6,,0.06,2.76
2019-09-15,44,6,FALSE,0.06,2.64
2019-09-16,52,6,,0.06,3.12
2019-09-17,51,6,,0.06,3.06
2019-09-18,52,6,,0.06,3.12
2019-09-19,57,6,,0.06,3.42
2019-09-20,52,6,,0.06,3.12
2019-09-21,49,6,,0.06,2.94
2019-09-22,48,9,FALSE,0.09,4.32
2019-09-23,58,9,,0.09,5.22
2019-09-24,94,9,,0.09,8.46
2019-09-25,100,9,,0.09,9
2019-09-26,100,9,,0.09,9
2019-09-27,82,9,,0.09,7.38
2019-09-28,67,9,,0.09,6.03
2019-09-29,60,7,FALSE,0.07,4.2
2019-09-30,64,7,,0.07,4.48
2019-10-01,57,7,,0.07,3.99
2019-10-02,58,7,,0.07,4.06
2019-10-03,54,7,,0.07,3.78
2019-10-04,46,7,,0.07,3.22
2019-10-05,43,7,,0.07,3.01
2019-10-06,44,6,FALSE,0.06,2.64
2019-10-07,52,6,,0.06,3.12
2019-10-08,48,6,,0.06,2.88
2019-10-09,56,6,,0.06,3.36
2019-10-10,47,6,,0.06,2.82
2019-10-11,48,6,,0.06,2.88
2019-10-12,41,6,,0.06,2.46
2019-10-13,42,6,FALSE,0.06,2.52
2019-10-14,47,6,,0.06,2.82
2019-10-15,45,6,,0.06,2.7
2019-10-16,50,6,,0.06,3
2019-10-17,48,6,,0.06,2.88
2019-10-18,44,6,,0.06,2.64
2019-10-19,43,6,,0.06,2.58
2019-10-20,41,8,FALSE,0.08,3.28
2019-10-21,44,8,,0.08,3.52
2019-10-22,45,8,,0.08,3.6
2019-10-23,65,8,,0.08,5.2
2019-10-24,58,8,,0.08,4.64
2019-10-25,68,8,,0.08,5.44
2019-10-26,100,8,,0.08,8
2019-10-27,59,7,FALSE,0.07,4.13
2019-10-28,63,7,,0.07,4.41
2019-10-29,60,7,,0.07,4.2
2019-10-30,54,7,,0.07,3.78
2019-10-31,49,7,,0.07,3.43
2019-11-01,71,7,,0.07,4.97
2019-11-02,63,7,,0.07,4.41
2019-11-03,59,6,FALSE,0.06,3.54
2019-11-04,72,6,,0.06,4.32
2019-11-05,74,6,,0.06,4.44
2019-11-06,67,6,,0.06,4.02
2019-11-07,71,6,,0.06,4.26
2019-11-08,72,6,,0.06,4.32
2019-11-09,62,6,,0.06,3.72
2019-11-10,60,5,FALSE,0.05,3
2019-11-11,67,5,,0.05,3.35
2019-11-12,61,5,,0.05,3.05
2019-11-13,61,5,,0.05,3.05
2019-11-14,63,5,,0.05,3.15
2019-11-15,62,5,,0.05,3.1
2019-11-16,61,5,,0.05,3.05
2019-11-17,59,7,FALSE,0.07,4.13
2019-11-18,66,7,,0.07,4.62
2019-11-19,73,7,,0.07,5.11
2019-11-20,66,7,,0.07,4.62
2019-11-21,87,7,,0.07,6.09
2019-11-22,100,7,,0.07,7
2019-11-23,74,7,,0.07,5.18
2019-11-24,74,7,FALSE,0.07,5.18
2019-11-25,98,7,,0.07,6.86
2019-11-26,81,7,,0.07,5.67
2019-11-27,80,7,,0.07,5.6
2019-11-28,64,7,,0.07,4.48
2019-11-29,67,7,,0.07,4.69
2019-11-30,59,7,,0.07,4.13
2019-12-01,78,6,FALSE,0.06,4.68
2019-12-02,71,6,,0.06,4.26
2019-12-03,74,6,,0.06,4.44
2019-12-04,79,6,,0.06,4.74
2019-12-05,76,6,,0.06,4.56
2019-12-06,68,6,,0.06,4.08
2019-12-07,68,6,,0.06,4.08
2019-12-08,60,5,FALSE,0.05,3
2019-12-09,71,5,,0.05,3.55
2019-12-10,76,5,,0.05,3.8
2019-12-11,76,5,,0.05,3.8
2019-12-12,71,5,,0.05,3.55
2019-12-13,63,5,,0.05,3.15
2019-12-14,63,5,,0.05,3.15
2019-12-15,66,6,FALSE,0.06,3.96
2019-12-16,73,6,,0.06,4.38
2019-12-17,94,6,,0.06,5.64
2019-12-18,100,6,,0.06,6
2019-12-19,87,6,,0.06,5.22
2019-12-20,77,6,,0.06,4.62
2019-12-21,68,6,,0.06,4.08
2019-12-22,64,5,FALSE,0.05,3.2
2019-12-23,83,5,,0.05,4.15
2019-12-24,69,5,,0.05,3.45
2019-12-25,65,5,,0.05,3.25
2019-12-26,68,5,,0.05,3.4
2019-12-27,69,5,,0.05,3.45
2019-12-28,71,5,,0.05,3.55
2019-12-29,70,6,FALSE,0.06,4.2
2019-12-30,65,6,,0.06,3.9
2019-12-31,78,6,,0.06,4.68
2020-01-01,56,6,,0.06,3.36
2020-01-02,70,6,,0.06,4.2
2020-01-03,79,6,,0.06,4.74
2020-01-04,69,6,,0.06,4.14
2020-01-05,69,7,FALSE,0.07,4.83
2020-01-06,69,7,,0.07,4.83
2020-01-07,91,7,,0.07,6.37
2020-01-08,96,7,,0.07,6.72
2020-01-09,70,7,,0.07,4.9
2020-01-10,77,7,,0.07,5.39
2020-01-11,70,7,,0.07,4.9
2020-01-12,65,7,FALSE,0.07,4.55
2020-01-13,62,7,,0.07,4.34
2020-01-14,100,7,,0.07,7
2020-01-15,97,7,,0.07,6.79
2020-01-16,80,7,,0.07,5.6
2020-01-17,79,7,,0.07,5.53
2020-01-18,82,7,,0.07,5.74
2020-01-19,86,6,FALSE,0.06,5.16
2020-01-20,72,6,,0.06,4.32
2020-01-21,70,6,,0.06,4.2
2020-01-22,66,6,,0.06,3.96
2020-01-23,73,6,,0.06,4.38
2020-01-24,66,6,,0.06,3.96
2020-01-25,67,6,,0.06,4.02
2020-01-26,54,7,FALSE,0.07,3.78
2020-01-27,68,7,,0.07,4.76
2020-01-28,85,7,,0.07,5.95
2020-01-29,90,7,,0.07,6.3
2020-01-30,86,7,,0.07,6.02
2020-01-31,81,7,,0.07,5.67
2020-02-01,64,7,,0.07,4.48
2020-02-02,63,8,FALSE,0.08,5.04
2020-02-03,63,8,,0.08,5.04
2020-02-04,68,8,,0.08,5.44
2020-02-05,79,8,,0.08,6.32
2020-02-06,74,8,,0.08,5.92
2020-02-07,68,8,,0.08,5.44
2020-02-08,65,8,,0.08,5.2
2020-02-09,100,9,FALSE,0.09,9
2020-02-10,79,9,,0.09,7.11
2020-02-11,78,9,,0.09,7.02
2020-02-12,90,9,,0.09,8.1
2020-02-13,78,9,,0.09,7.02
2020-02-14,73,9,,0.09,6.57
2020-02-15,69,9,,0.09,6.21
2020-02-16,70,7,FALSE,0.07,4.9
2020-02-17,73,7,,0.07,5.11
2020-02-18,67,7,,0.07,4.69
2020-02-19,79,7,,0.07,5.53
2020-02-20,73,7,,0.07,5.11
2020-02-21,63,7,,0.07,4.41
2020-02-22,61,7,,0.07,4.27
2020-02-23,59,8,FALSE,0.08,4.72
2020-02-24,73,8,,0.08,5.84
2020-02-25,71,8,,0.08,5.68
2020-02-26,78,8,,0.08,6.24
2020-02-27,81,8,,0.08,6.48
2020-02-28,83,8,,0.08,6.64
2020-02-29,67,8,,0.08,5.36
2020-03-01,29,6,FALSE,0.06,1.74
2020-03-02,30,6,,0.06,1.8
2020-03-03,29,6,,0.06,1.74
2020-03-04,26,6,,0.06,1.56
2020-03-05,26,6,,0.06,1.56
2020-03-06,29,6,,0.06,1.74
2020-03-07,26,6,,0.06,1.56
2020-03-08,30,13,FALSE,0.13,3.9
2020-03-09,54,13,,0.13,7.02
2020-03-10,37,13,,0.13,4.81
2020-03-11,32,13,,0.13,4.16
2020-03-12,68,13,,0.13,8.84
2020-03-13,100,13,,0.13,13
2020-03-14,62,13,,0.13,8.06
2020-03-15,47,12,FALSE,0.12,5.64
2020-03-16,68,12,,0.12,8.16
2020-03-17,53,12,,0.12,6.36
2020-03-18,52,12,,0.12,6.24
2020-03-19,54,12,,0.12,6.48
2020-03-20,52,12,,0.12,6.24
2020-03-21,43,12,,0.12,5.16
2020-03-22,39,9,FALSE,0.09,3.51
2020-03-23,43,9,,0.09,3.87
2020-03-24,48,9,,0.09,4.32
2020-03-25,42,9,,0.09,3.78
2020-03-26,37,9,,0.09,3.33
2020-03-27,32,9,,0.09,2.88
2020-03-28,34,9,,0.09,3.06
2020-03-29,32,8,FALSE,0.08,2.56
2020-03-30,33,8,,0.08,2.64
2020-03-31,30,8,,0.08,2.4
2020-04-01,50,8,,0.08,4
2020-04-02,60,8,,0.08,4.8
2020-04-03,56,8,,0.08,4.48
2020-04-04,58,8,,0.08,4.64
2020-04-05,51,8,FALSE,0.08,4.08
2020-04-06,63,8,,0.08,5.04
2020-04-07,60,8,,0.08,4.8
2020-04-08,57,8,,0.08,4.56
2020-04-09,58,8,,0.08,4.64
2020-04-10,60,8,,0.08,4.8
2020-04-11,52,8,,0.08,4.16
2020-04-12,55,8,FALSE,0.08,4.4
2020-04-13,58,8,,0.08,4.64
2020-04-14,53,8,,0.08,4.24
2020-04-15,54,8,,0.08,4.32
2020-04-16,63,8,,0.08,5.04
2020-04-17,56,8,,0.08,4.48
2020-04-18,56,8,,0.08,4.48
2020-04-19,56,8,FALSE,0.08,4.48
2020-04-20,53,8,,0.08,4.24
2020-04-21,53,8,,0.08,4.24
2020-04-22,53,8,,0.08,4.24
2020-04-23,62,8,,0.08,4.96
2020-04-24,59,8,,0.08,4.72
2020-04-25,56,8,,0.08,4.48
2020-04-26,59,11,FALSE,0.11,6.49
2020-04-27,63,11,,0.11,6.93
2020-04-28,66,11,,0.11,7.26
2020-04-29,93,11,,0.11,10.23
2020-04-30,100,11,,0.11,11
2020-05-01,53,11,,0.11,5.83
2020-05-02,49,11,,0.11,5.39
2020-05-03,53,12,FALSE,0.12,6.36
2020-05-04,49,12,,0.12,5.88
2020-05-05,49,12,,0.12,5.88
2020-05-06,57,12,,0.12,6.84
2020-05-07,70,12,,0.12,8.4
2020-05-08,78,12,,0.12,9.36
2020-05-09,65,12,,0.12,7.8
2020-05-10,93,14,FALSE,0.14,13.02
2020-05-11,100,14,,0.14,14
2020-05-12,73,14,,0.14,10.22
2020-05-13,63,14,,0.14,8.82
2020-05-14,62,14,,0.14,8.68
2020-05-15,55,14,,0.14,7.7
2020-05-16,49,14,,0.14,6.86
2020-05-17,47,9,FALSE,0.09,4.23
2020-05-18,50,9,,0.09,4.5
2020-05-19,46,9,,0.09,4.14
2020-05-20,48,9,,0.09,4.32
2020-05-21,52,9,,0.09,4.68
2020-05-22,42,9,,0.09,3.78
2020-05-23,41,9,,0.09,3.69
2020-05-24,39,8,FALSE,0.08,3.12
2020-05-25,46,8,,0.08,3.68
2020-05-26,43,8,,0.08,3.44
2020-05-27,41,8,,0.08,3.28
2020-05-28,40,8,,0.08,3.2
2020-05-29,40,8,,0.08,3.2
2020-05-30,35,8,,0.08,2.8
2020-05-31,36,8,FALSE,0.08,2.88
2020-06-01,70,8,,0.08,5.6
2020-06-02,100,8,,0.08,8
2020-06-03,70,8,,0.08,5.6
2020-06-04,71,8,,0.08,5.68
2020-06-05,73,8,,0.08,5.84
2020-06-06,61,8,,0.08,4.88
2020-06-07,67,7,FALSE,0.07,4.69
2020-06-08,67,7,,0.07,4.69
2020-06-09,66,7,,0.07,4.62
2020-06-10,70,7,,0.07,4.9
2020-06-11,77,7,,0.07,5.39
2020-06-12,69,7,,0.07,4.83
2020-06-13,57,7,,0.07,3.99
2020-06-14,58,7,FALSE,0.07,4.06
2020-06-15,68,7,,0.07,4.76
2020-06-16,65,7,,0.07,4.55
2020-06-17,60,7,,0.07,4.2
2020-06-18,62,7,,0.07,4.34
2020-06-19,56,7,,0.07,3.92
2020-06-20,57,7,,0.07,3.99
2020-06-21,53,7,FALSE,0.07,3.71
2020-06-22,63,7,,0.07,4.41
2020-06-23,65,7,,0.07,4.55
2020-06-24,55,7,,0.07,3.85
2020-06-25,56,7,,0.07,3.92
2020-06-26,59,7,,0.07,4.13
2020-06-27,59,7,,0.07,4.13
2020-06-28,63,7,FALSE,0.07,4.41
2020-06-29,61,7,,0.07,4.27
2020-06-30,57,7,,0.07,3.99
2020-07-01,42,7,,0.07,2.94
2020-07-02,42,7,,0.07,2.94
2020-07-03,41,7,,0.07,2.87
2020-07-04,42,7,,0.07,2.94
2020-07-05,44,7,FALSE,0.07,3.08
2020-07-06,44,7,,0.07,3.08
2020-07-07,41,7,,0.07,2.87
2020-07-08,50,7,,0.07,3.5
2020-07-09,46,7,,0.07,3.22
2020-07-10,44,7,,0.07,3.08
2020-07-11,41,7,,0.07,2.87
2020-07-12,39,8,FALSE,0.08,3.12
2020-07-13,46,8,,0.08,3.68
2020-07-14,50,8,,0.08,4
2020-07-15,60,8,,0.08,4.8
2020-07-16,69,8,,0.08,5.52
2020-07-17,53,8,,0.08,4.24
2020-07-18,44,8,,0.08,3.52
2020-07-19,41,7,FALSE,0.07,2.87
2020-07-20,40,7,,0.07,2.8
2020-07-21,42,7,,0.07,2.94
2020-07-22,46,7,,0.07,3.22
2020-07-23,53,7,,0.07,3.71
2020-07-24,53,7,,0.07,3.71
2020-07-25,49,7,,0.07,3.43
2020-07-26,58,12,FALSE,0.12,6.96
2020-07-27,98,12,,0.12,11.76
2020-07-28,100,12,,0.12,12
2020-07-29,75,12,,0.12,9
2020-07-30,68,12,,0.12,8.16
2020-07-31,72,12,,0.12,8.64
2020-08-01,90,12,,0.12,10.8
2020-08-02,100,10,FALSE,0.1,10
2020-08-03,79,10,,0.1,7.9
2020-08-04,72,10,,0.1,7.2
2020-08-05,76,10,,0.1,7.6
2020-08-06,79,10,,0.1,7.9
2020-08-07,73,10,,0.1,7.3
2020-08-08,62,10,,0.1,6.2
2020-08-09,58,9,FALSE,0.09,5.22
2020-08-10,74,9,,0.09,6.66
2020-08-11,72,9,,0.09,6.48
2020-08-12,63,9,,0.09,5.67
2020-08-13,71,9,,0.09,6.39
2020-08-14,68,9,,0.09,6.12
2020-08-15,63,9,,0.09,5.67
2020-08-16,65,9,FALSE,0.09,5.85
2020-08-17,81,9,,0.09,7.29
2020-08-18,73,9,,0.09,6.57
2020-08-19,64,9,,0.09,5.76
2020-08-20,59,9,,0.09,5.31
2020-08-21,58,9,,0.09,5.22
2020-08-22,54,9,,0.09,4.86
2020-08-23,48,7,FALSE,0.07,3.36
2020-08-24,52,7,,0.07,3.64
2020-08-25,56,7,,0.07,3.92
2020-08-26,51,7,,0.07,3.57
2020-08-27,50,7,,0.07,3.5
2020-08-28,52,7,,0.07,3.64
2020-08-29,41,7,,0.07,2.87
2020-08-30,47,8,FALSE,0.08,3.76
2020-08-31,51,8,,0.08,4.08
2020-09-01,89,8,,0.08,7.12
2020-09-02,91,8,,0.08,7.28
2020-09-03,100,8,,0.08,8
2020-09-04,99,8,,0.08,7.92
2020-09-05,95,8,,0.08,7.6
2020-09-06,88,7,FALSE,0.07,6.16
2020-09-07,85,7,,0.07,5.95
2020-09-08,91,7,,0.07,6.37
2020-09-09,73,7,,0.07,5.11
2020-09-10,68,7,,0.07,4.76
2020-09-11,68,7,,0.07,4.76
2020-09-12,67,7,,0.07,4.69
2020-09-13,71,6,FALSE,0.06,4.26
2020-09-14,69,6,,0.06,4.14
2020-09-15,78,6,,0.06,4.68
2020-09-16,69,6,,0.06,4.14
2020-09-17,70,6,,0.06,4.2
2020-09-18,70,6,,0.06,4.2
2020-09-19,66,6,,0.06,3.96
2020-09-20,59,5,FALSE,0.05,2.95
2020-09-21,70,5,,0.05,3.5
2020-09-22,64,5,,0.05,3.2
2020-09-23,66,5,,0.05,3.3
2020-09-24,63,5,,0.05,3.15
2020-09-25,66,5,,0.05,3.3
2020-09-26,63,5,,0.05,3.15
2020-09-27,57,5,FALSE,0.05,2.85
2020-09-28,65,5,,0.05,3.25
2020-09-29,65,5,,0.05,3.25
2020-09-30,63,5,,0.05,3.15
2020-10-01,42,5,,0.05,2.1
2020-10-02,41,5,,0.05,2.05
2020-10-03,40,5,,0.05,2
2020-10-04,37,6,FALSE,0.06,2.22
2020-10-05,43,6,,0.06,2.58
2020-10-06,38,6,,0.06,2.28
2020-10-07,39,6,,0.06,2.34
2020-10-08,46,6,,0.06,2.76
2020-10-09,48,6,,0.06,2.88
2020-10-10,50,6,,0.06,3
2020-10-11,42,6,FALSE,0.06,2.52
2020-10-12,50,6,,0.06,3
2020-10-13,50,6,,0.06,3
2020-10-14,46,6,,0.06,2.76
2020-10-15,49,6,,0.06,2.94
2020-10-16,45,6,,0.06,2.7
2020-10-17,42,6,,0.06,2.52
2020-10-18,43,10,FALSE,0.1,4.3
2020-10-19,48,10,,0.1,4.8
2020-10-20,56,10,,0.1,5.6
2020-10-21,99,10,,0.1,9.9
2020-10-22,100,10,,0.1,10
2020-10-23,79,10,,0.1,7.9
2020-10-24,67,10,,0.1,6.7
2020-10-25,64,10,FALSE,0.1,6.4
2020-10-26,72,10,,0.1,7.2
2020-10-27,86,10,,0.1,8.6
2020-10-28,84,10,,0.1,8.4
2020-10-29,71,10,,0.1,7.1
2020-10-30,69,10,,0.1,6.9
2020-10-31,70,10,,0.1,7
2020-11-01,42,10,FALSE,0.1,4.2
2020-11-02,43,10,,0.1,4.3
2020-11-03,39,10,,0.1,3.9
2020-11-04,31,10,,0.1,3.1
2020-11-05,53,10,,0.1,5.3
2020-11-06,63,10,,0.1,6.3
2020-11-07,46,10,,0.1,4.6
2020-11-08,43,11,FALSE,0.11,4.73
2020-11-09,52,11,,0.11,5.72
2020-11-10,44,11,,0.11,4.84
2020-11-11,49,11,,0.11,5.39
2020-11-12,52,11,,0.11,5.72
2020-11-13,61,11,,0.11,6.71
2020-11-14,51,11,,0.11,5.61
2020-11-15,43,17,FALSE,0.17,7.31
2020-11-16,60,17,,0.17,10.2
2020-11-17,87,17,,0.17,14.79
2020-11-18,100,17,,0.17,17
2020-11-19,78,17,,0.17,13.26
2020-11-20,83,17,,0.17,14.11
2020-11-21,86,17,,0.17,14.62
2020-11-22,71,18,FALSE,0.18,12.78
2020-11-23,76,18,,0.18,13.68
2020-11-24,99,18,,0.18,17.82
2020-11-25,90,18,,0.18,16.2
2020-11-26,100,18,,0.18,18
2020-11-27,82,18,,0.18,14.76
2020-11-28,64,18,,0.18,11.52
2020-11-29,63,17,FALSE,0.17,10.71
2020-11-30,90,17,,0.17,15.3
2020-12-01,45,17,,0.17,7.65
2020-12-02,37,17,,0.17,6.29
2020-12-03,35,17,,0.17,5.95
2020-12-04,35,17,,0.17,5.95
2020-12-05,30,17,,0.17,5.1
2020-12-06,28,13,FALSE,0.13,3.64
2020-12-07,31,13,,0.13,4.03
2020-12-08,30,13,,0.13,3.9
2020-12-09,31,13,,0.13,4.03
2020-12-10,27,13,,0.13,3.51
2020-12-11,29,13,,0.13,3.77
2020-12-12,23,13,,0.13,2.99
2020-12-13,24,22,FALSE,0.22,5.28
2020-12-14,27,22,,0.22,5.94
2020-12-15,29,22,,0.22,6.38
2020-12-16,53,22,,0.22,11.66
2020-12-17,100,22,,0.22,22
2020-12-18,59,22,,0.22,12.98
2020-12-19,49,22,,0.22,10.78
2020-12-20,45,21,FALSE,0.21,9.45
2020-12-21,50,21,,0.21,10.5
2020-12-22,45,21,,0.21,9.45
2020-12-23,41,21,,0.21,8.61
2020-12-24,38,21,,0.21,7.98
2020-12-25,39,21,,0.21,8.19
2020-12-26,57,21,,0.21,11.97
2020-12-27,70,32,FALSE,0.32,22.4
2020-12-28,61,32,,0.32,19.52
2020-12-29,54,32,,0.32,17.28
2020-12-30,64,32,,0.32,20.48
2020-12-31,62,32,,0.32,19.84
2021-01-01,28,32,,0.32,8.96
2021-01-02,63,32,,0.32,20.16
2021-01-03,70,52,FALSE,0.52,36.4
2021-01-04,58,52,,0.52,30.16
2021-01-05,45,52,,0.52,23.4
2021-01-06,54,52,,0.52,28.08
2021-01-07,84,52,,0.52,43.68
2021-01-08,85,52,,0.52,44.2
2021-01-09,63,52,,0.52,32.76
2021-01-10,60,52,FALSE,0.52,31.2
2021-01-11,100,52,,0.52,52
2021-01-12,71,52,,0.52,36.92
2021-01-13,60,52,,0.52,31.2
2021-01-14,61,52,,0.52,31.72
2021-01-15,53,52,,0.52,27.56
2021-01-16,38,52,,0.52,19.76
2021-01-17,33,32,FALSE,0.32,10.56
2021-01-18,31,32,,0.32,9.92
2021-01-19,33,32,,0.32,10.56
2021-01-20,31,32,,0.32,9.92
2021-01-21,46,32,,0.32,14.72
2021-01-22,51,32,,0.32,16.32
2021-01-23,29,32,,0.32,9.28
2021-01-24,25,31,FALSE,0.31,7.75
2021-01-25,27,31,,0.31,8.37
2021-01-26,26,31,,0.31,8.06
2021-01-27,30,31,,0.31,9.3
2021-01-28,35,31,,0.31,10.85
2021-01-29,65,31,,0.31,20.15
2021-01-30,34,31,,0.31,10.54
2021-01-31,28,27,FALSE,0.27,7.56
2021-02-01,31,27,,0.27,8.37
2021-02-02,29,27,,0.27,7.83
2021-02-03,31,27,,0.27,8.37
2021-02-04,32,27,,0.27,8.64
2021-02-05,30,27,,0.27,8.1
2021-02-06,36,27,,0.27,9.72
2021-02-07,32,47,FALSE,0.47,15.04
2021-02-08,87,47,,0.47,40.89
2021-02-09,100,47,,0.47,47
2021-02-10,65,47,,0.47,30.55
2021-02-11,58,47,,0.47,27.26
2021-02-12,56,47,,0.47,26.32
2021-02-13,40,47,,0.47,18.8
2021-02-14,43,44,FALSE,0.44,18.92
2021-02-15,49,44,,0.44,21.56
2021-02-16,58,44,,0.44,25.52
2021-02-17,66,44,,0.44,29.04
2021-02-18,60,44,,0.44,26.4
2021-02-19,69,44,,0.44,30.36
2021-02-20,74,44,,0.44,32.56
2021-02-21,61,46,FALSE,0.46,28.06
2021-02-22,74,46,,0.46,34.04
2021-02-23,91,46,,0.46,41.86
2021-02-24,66,46,,0.46,30.36
2021-02-25,55,46,,0.46,25.3
2021-02-26,54,46,,0.46,24.84
2021-02-27,36,46,,0.46,16.56
2021-02-28,43,31,FALSE,0.31,13.33
2021-03-01,100,31,,0.31,31
2021-03-02,85,31,,0.31,26.35
2021-03-03,76,31,,0.31,23.56
2021-03-04,77,31,,0.31,23.87
2021-03-05,75,31,,0.31,23.25
2021-03-06,66,31,,0.31,20.46
2021-03-07,67,29,FALSE,0.29,19.43
2021-03-08,74,29,,0.29,21.46
2021-03-09,84,29,,0.29,24.36
2021-03-10,83,29,,0.29,24.07
2021-03-11,75,29,,0.29,21.75
2021-03-12,77,29,,0.29,22.33
2021-03-13,97,29,,0.29,28.13
2021-03-14,91,30,FALSE,0.3,27.3
2021-03-15,98,30,,0.3,29.4
2021-03-16,89,30,,0.3,26.7
2021-03-17,79,30,,0.3,23.7
2021-03-18,78,30,,0.3,23.4
2021-03-19,68,30,,0.3,20.4
2021-03-20,61,30,,0.3,18.3
2021-03-21,60,27,FALSE,0.27,16.2
2021-03-22,70,27,,0.27,18.9
2021-03-23,69,27,,0.27,18.63
2021-03-24,77,27,,0.27,20.79
2021-03-25,86,27,,0.27,23.22
2021-03-26,69,27,,0.27,18.63
2021-03-27,65,27,,0.27,17.55
2021-03-28,58,26,FALSE,0.26,15.08
2021-03-29,65,26,,0.26,16.9
2021-03-30,66,26,,0.26,17.16
2021-03-31,68,26,,0.26,17.68
2021-04-01,73,26,,0.26,18.98
2021-04-02,45,26,,0.26,11.7
2021-04-03,40,26,,0.26,10.4
2021-04-04,39,22,FALSE,0.22,8.58
2021-04-05,42,22,,0.22,9.24
2021-04-06,42,22,,0.22,9.24
2021-04-07,41,22,,0.22,9.02
2021-04-08,39,22,,0.22,8.58
2021-04-09,37,22,,0.22,8.14
2021-04-10,41,22,,0.22,9.02
2021-04-11,41,32,FALSE,0.32,13.12
2021-04-12,42,32,,0.32,13.44
2021-04-13,64,32,,0.32,20.48
2021-04-14,80,32,,0.32,25.6
2021-04-15,61,32,,0.32,19.52
2021-04-16,84,32,,0.32,26.88
2021-04-17,54,32,,0.32,17.28
2021-04-18,98,39,FALSE,0.39,38.22
2021-04-19,84,39,,0.39,32.76
2021-04-20,67,39,,0.39,26.13
2021-04-21,53,39,,0.39,20.67
2021-04-22,60,39,,0.39,23.4
2021-04-23,100,39,,0.39,39
2021-04-24,60,39,,0.39,23.4
2021-04-25,52,27,FALSE,0.27,14.04
2021-04-26,65,27,,0.27,17.55
2021-04-27,56,27,,0.27,15.12
2021-04-28,48,27,,0.27,12.96
2021-04-29,44,27,,0.27,11.88
2021-04-30,42,27,,0.27,11.34
2021-05-01,23,27,,0.27,6.21
2021-05-02,21,26,FALSE,0.26,5.46
2021-05-03,24,26,,0.26,6.24
2021-05-04,27,26,,0.26,7.02
2021-05-05,27,26,,0.26,7.02
2021-05-06,25,26,,0.26,6.5
2021-05-07,23,26,,0.26,5.98
2021-05-08,25,26,,0.26,6.5
2021-05-09,26,36,FALSE,0.36,9.36
2021-05-10,27,36,,0.36,9.72
2021-05-11,25,36,,0.36,9
2021-05-12,29,36,,0.36,10.44
2021-05-13,75,36,,0.36,27
2021-05-14,40,36,,0.36,14.4
2021-05-15,28,36,,0.36,10.08
2021-05-16,31,54,FALSE,0.54,16.74
2021-05-17,56,54,,0.54,30.24
2021-05-18,38,54,,0.54,20.52
2021-05-19,100,54,,0.54,54
2021-05-20,72,54,,0.54,38.88
2021-05-21,57,54,,0.54,30.78
2021-05-22,44,54,,0.54,23.76
2021-05-23,58,37,FALSE,0.37,21.46
2021-05-24,57,37,,0.37,21.09
2021-05-25,41,37,,0.37,15.17
2021-05-26,31,37,,0.37,11.47
2021-05-27,26,37,,0.37,9.62
2021-05-28,28,37,,0.37,10.36
2021-05-29,27,37,,0.37,9.99
2021-05-30,26,25,FALSE,0.25,6.5
2021-05-31,26,25,,0.25,6.5
2021-06-01,55,25,,0.25,13.75
2021-06-02,51,25,,0.25,12.75
2021-06-03,49,25,,0.25,12.25
2021-06-04,61,25,,0.25,15.25
2021-06-05,54,25,,0.25,13.5
2021-06-06,55,29,FALSE,0.29,15.95
2021-06-07,56,29,,0.29,16.24
2021-06-08,96,29,,0.29,27.84
2021-06-09,78,29,,0.29,22.62
2021-06-10,63,29,,0.29,18.27
2021-06-11,54,29,,0.29,15.66
2021-06-12,46,29,,0.29,13.34
2021-06-13,48,22,FALSE,0.22,10.56
2021-06-14,59,22,,0.22,12.98
2021-06-15,50,22,,0.22,11
2021-06-16,47,22,,0.22,10.34
2021-06-17,45,22,,0.22,9.9
2021-06-18,46,22,,0.22,10.12
2021-06-19,40,22,,0.22,8.8
2021-06-20,44,26,FALSE,0.26,11.44
2021-06-21,64,26,,0.26,16.64
2021-06-22,100,26,,0.26,26
2021-06-23,60,26,,0.26,15.6
2021-06-24,50,26,,0.26,13
2021-06-25,49,26,,0.26,12.74
2021-06-26,46,26,,0.26,11.96
